Duration Scale,RF TPR,RF TPR Drop,RF Evasion Rate,RF AUROC,RF AUPRC,MLP TPR,MLP TPR Drop,MLP Evasion Rate,MLP AUROC,MLP AUPRC
0.95,0.030606665287502475,0.0006836064026810037,0.03060666528750244,0.0049414590633713625,0.003654623689898886,0.018126891821028238,0.0012310555968954033,0.0181268918210282,0.008714529549898197,0.0036460764586968416
1.0,0.030687963671491566,0.0,0.030687963671491566,0.004852775439159384,0.0036449532288236803,0.018097566547277174,0.0012012457929152219,0.018097566547277188,0.008740038499605944,0.0036770808998890787
1.05,0.0305740174955006,0.0002918193892906264,0.0305740174955006,0.00493599513247277,0.003777978348281375,0.018138775881735642,0.0011563877545293472,0.018138775881735618,0.00876670685025432,0.0037094066212618308
