Duration Scale,RF TPR,RF TPR Drop,RF Evasion Rate,RF AUROC,RF AUPRC,MLP TPR,MLP TPR Drop,MLP Evasion Rate,MLP AUROC,MLP AUPRC
0.95,0.6826083120091768,0.00033824524250710325,0.31739168799082323,0.7993216565193094,0.8155916540773256,0.421652107414924,0.0018677019912350563,0.578347892585076,0.6606141914547566,0.74691142160344
1.0,0.6829465572516839,0.0,0.31705344274831615,0.7995078016006829,0.8150719990331686,0.42165946057236975,0.001860348833789253,0.5783405394276303,0.6605975577183112,0.7469007231262434
1.05,0.6830789140857084,-0.00013235683402457177,0.3169210859142916,0.7995233422008438,0.8152740698710925,0.42175505161916527,0.0017647577869937536,0.5782449483808346,0.6605794134048457,0.746888407866899
