Seed,TPR,AUROC,AUPRC
42,0.7167122562428306,0.8051112858645285,0.8191604040250673
123,0.6567546104297185,0.7967184102394109,0.8138934711336903
2026,0.6753728050825024,0.7966937086981095,0.8121621219407481
