TTL Feature,Perturbation (%),Attack Category,Samples,RF TPR,RF TPR Drop,MLP TPR,MLP TPR Drop,RF TPR SD,RF TPR Drop SD,MLP TPR SD,MLP TPR Drop SD,RF TPR Drop CI Low,RF TPR Drop CI High,MLP TPR Drop CI Low,MLP TPR Drop CI High
sttl,-15,Reconnaissance,3496.0,0.35343249427917617,-0.006922196796338676,0.4500572082379863,-0.0482837528604119,0.009616686087727857,0.004152033451753273,0.05862190702799964,0.013730573022918763,-0.012076800760997514,-0.001767592831679838,-0.06532977788968723,-0.03123772783113657
sttl,-15,Shellcode,378.0,0.3941798941798942,0.0,0.43968253968253973,-0.032275132275132276,0.0,0.0,0.03415670745307809,0.020095374618870843,0.0,0.0,-0.05722283534288961,-0.00732742920737494
sttl,-15,Worms,44.0,0.4045454545454545,-0.004545454545454552,0.4227272727272727,-0.0681818181818182,0.0406557814090871,0.010163945352271787,0.07294002970855096,0.06626081698687841,-0.017163636363636388,0.008072727272727283,-0.15044229944019344,0.01407866307655703
sttl,-10,Analysis,677.0,0.7734121122599704,-0.0070901033973412185,0.9426883308714918,-0.001477104874446078,0.010104952068825432,0.008701138242258872,0.0956098847542861,0.001477104874446078,-0.017892261472838678,0.0037120546781562397,-0.003310878790410445,0.00035666904151828924
sttl,-10,Backdoor,583.0,0.9005145797598628,-0.007204116638078917,0.9492281303602059,-0.002401372212692943,0.013722126929674096,0.0049117739496659955,0.029225029832568066,0.0009394898070414779,-0.013301911795236246,-0.0011063214809215877,-0.0035677158706631474,-0.001235028554722738
sttl,-10,DoS,4089.0,0.2938126681340181,-0.04900953778429935,0.7277084861824407,-0.009146490584495005,0.058323912351205,0.02638321176484053,0.23188522258379643,0.009654025125581146,-0.0817633702241739,-0.01625570534442479,-0.021131624318478627,0.0028386431494886177
sttl,-10,Exploits,11132.0,0.39699964067553,-0.069798778296802,0.6252066115702479,-0.007509881422924913,0.025446208080988558,0.0401811786989628,0.10491081194229131,0.0023430256219842596,-0.11968230294395518,-0.01991525364964882,-0.010418665588735863,-0.004601097257113963
sttl,-10,Fuzzers,6062.0,0.5925107225338173,-0.003200263939293935,0.41629825140217747,-0.04876278455955131,0.005937946732461077,0.0021464093278553823,0.06044375061673365,0.020033078261381104,-0.005864955869093328,-0.0005355720094945417,-0.07363314888352641,-0.023892420235576205
sttl,-10,Generic,18871.0,0.983074558846908,-0.0011022203380848916,0.6443537703354354,-0.10837793439669334,0.004292398486072927,0.0005638041896357736,0.21716865226541598,0.12708085213049172,-0.0018021634731674448,-0.0004022772030023383,-0.26614435700281386,0.049388488209427164
sttl,-10,Reconnaissance,3496.0,0.35343249427917617,-0.006922196796338676,0.4692219679633867,-0.02911899313501143,0.009616686087727857,0.004152033451753273,0.06270000699404542,0.009626890373298542,-0.012076800760997514,-0.001767592831679838,-0.04107044002535055,-0.01716754624467231
sttl,-10,Shellcode,378.0,0.3941798941798942,0.0,0.45555555555555555,-0.016402116402116407,0.0,0.0,0.036532849409426554,0.013797253767624638,0.0,0.0,-0.03353092323819105,0.0007266904339582325
sttl,-10,Worms,44.0,0.4045454545454545,-0.004545454545454552,0.4545454545454545,-0.0363636363636364,0.0406557814090871,0.010163945352271787,0.0835053321403356,0.025913077843162234,-0.017163636363636388,0.008072727272727283,-0.06853381402212179,-0.004193458705151004
sttl,-5,Analysis,677.0,0.7734121122599704,-0.0070901033973412185,0.9438700147710488,-0.0002954209748892156,0.010104952068825432,0.008701138242258872,0.09542486192813723,0.0006605813818315445,-0.017892261472838678,0.0037120546781562397,-0.001115509601181678,0.0005246676514032468
sttl,-5,Backdoor,583.0,0.9005145797598628,-0.007204116638078917,0.9509433962264151,-0.000686106346483717,0.013722126929674096,0.0049117739496659955,0.029300436416581997,0.0009394898070414677,-0.013301911795236246,-0.0011063214809215877,-0.0018524500044539093,0.0004802373114864753
sttl,-5,DoS,4089.0,0.2938126681340181,-0.04900953778429935,0.7324529224749328,-0.004402054292002922,0.058323912351205,0.02638321176484053,0.2273311696324264,0.004997020479751175,-0.0817633702241739,-0.01625570534442479,-0.0106056800276121,0.0018015714436062568
sttl,-5,Exploits,11132.0,0.39699964067553,-0.069798778296802,0.6286920589292131,-0.0040244340639597476,0.025446208080988558,0.0401811786989628,0.10429078598812036,0.0019746506164619207,-0.11968230294395518,-0.01991525364964882,-0.006475893575234291,-0.001572974552685204
sttl,-5,Fuzzers,6062.0,0.5925107225338173,-0.003200263939293935,0.4368195315077532,-0.028241504453975597,0.005937946732461077,0.0021464093278553823,0.05438521630671958,0.01044966610871067,-0.005864955869093328,-0.0005355720094945417,-0.041214398574223134,-0.015268610333728063
sttl,-5,Generic,18871.0,0.983074558846908,-0.0011022203380848916,0.6981400031794818,-0.05459170155264694,0.004292398486072927,0.0005638041896357736,0.21785424712070323,0.06540028772284094,-0.0018021634731674448,-0.0004022772030023383,-0.13578386589892227,0.026600462793628397
sttl,-5,Reconnaissance,3496.0,0.35343249427917617,-0.006922196796338676,0.48518306636155606,-0.013157894736842136,0.009616686087727857,0.004152033451753273,0.06759214448059904,0.003794765206356299,-0.012076800760997514,-0.001767592831679838,-0.017868962700269504,-0.008446826773414769
sttl,-5,Shellcode,378.0,0.3941798941798942,0.0,0.46613756613756613,-0.005820105820105825,0.0,0.0,0.04332490179033708,0.006587248464544299,0.0,0.0,-0.013997943847204306,0.002357732206992656
sttl,-5,Worms,44.0,0.4045454545454545,-0.004545454545454552,0.47727272727272724,-0.013636363636363646,0.0406557814090871,0.010163945352271787,0.0950750030152359,0.012448239943299239,-0.017163636363636388,0.008072727272727283,-0.029090417104468434,0.001817689831741142
sttl,-2,Analysis,677.0,0.7734121122599704,-0.0070901033973412185,0.9438700147710488,-0.0002954209748892156,0.010104952068825432,0.008701138242258872,0.09542486192813723,0.0006605813818315445,-0.017892261472838678,0.0037120546781562397,-0.001115509601181678,0.0005246676514032468
sttl,-2,Backdoor,583.0,0.9005145797598628,-0.007204116638078917,0.9512864493996569,-0.0003430531732418585,0.013722126929674096,0.0049117739496659955,0.028537405616583723,0.0007670902152658075,-0.013301911795236246,-0.0011063214809215877,-0.0012953687821612575,0.0006092624356775407
sttl,-2,DoS,4089.0,0.2938126681340181,-0.04900953778429935,0.73514306676449,-0.0017119100024455824,0.058323912351205,0.02638321176484053,0.22435340057722186,0.001964096160945102,-0.0817633702241739,-0.01625570534442479,-0.004150266527223513,0.0007264465223323483
sttl,-2,Exploits,11132.0,0.39699964067553,-0.069798778296802,0.6310636004311894,-0.0016528925619834767,0.025446208080988558,0.0401811786989628,0.10465928543351043,0.001064034324098879,-0.11968230294395518,-0.01991525364964882,-0.0029738538714876575,-0.00033193125247929587
