Seed,Clean_TPR,Mean_TPR,Mean_TPR_degradation,Worst_TPR_degradation,Mean_AUROC,Mean_AUPRC
42,0.7503750110297361,0.7304994264537192,0.01987558457601693,0.03807464925438986,0.8874186780533291,0.9117491199451597
123,0.7575222800670608,0.7402276537545223,0.017294626312538586,0.0322950675019853,0.8957058270990481,0.9203360691867791
2026,0.7258228183181858,0.7078222888908497,0.018000529427336126,0.033949527927292,0.8815385573492623,0.9078217953348474
