dTTL (%),TPR Mean,TPR SD,TPR Drop Mean,TPR Drop SD,AUROC Mean,AUROC SD,AUPRC Mean,AUPRC SD
-15,0.400136768728492,0.00921412831341855,-0.03641283567163739,0.008293315272439549,0.7651540257940814,0.00524573335765977,0.7989126001547167,0.0014256406832803192
-10,0.4112400364716609,0.007687728747021938,-0.025309567928468463,0.006562621960073348,0.7675114842407925,0.0055666773762403235,0.80160587139782,0.0020231752527375695
-5,0.422946263125386,0.0064950818905211705,-0.01360334127474335,0.00404250489009979,0.7695850405576318,0.006004486259299751,0.8041501018563378,0.002804437270086106
-2,0.43203476572840377,0.006020700477737593,-0.004514838671725622,0.0016345359471438387,0.7708607409359417,0.006541542495239325,0.8058726647438895,0.003528365158457014
0,0.4365496044001294,0.005198567907365448,0.0,0.0,0.7712766748704056,0.0069689885529531275,0.8066486924506843,0.003918061660464156
2,0.4406820788846731,0.006049928427220337,0.00413247448454368,0.001653773988210023,0.7718406931483677,0.007236746539365144,0.8074199562598481,0.004292926226227266
5,0.44068943204211886,0.006062637066683137,0.004139827641989484,0.00166096742886504,0.7718492015464683,0.007235978197918513,0.8074283170345907,0.004294295186824959
10,0.4406967851995647,0.0060570158789248095,0.0041471807994352865,0.0016664759719629534,0.7718468489335537,0.0072392216866696895,0.8074338939700105,0.004296308380984173
15,0.44071884467190214,0.006035809179307251,0.004169240271772716,0.0016283716168676054,0.7718526367627665,0.007242178395184331,0.8074436013848084,0.004299330850982481
