Seed,TTL Feature,Perturbation (%),Attack Category,Samples,RF TPR,MLP TPR
42,dttl,15,Backdoor,583,0.902229845626072,0.9656946826758147
42,dttl,15,DoS,4089,0.27855221325507457,0.8278307654683297
42,dttl,15,Exploits,11132,0.4152892561983471,0.6520840819259791
42,dttl,15,Fuzzers,6062,0.592708677004289,0.5161662817551963
42,dttl,15,Generic,18871,0.9771077314397754,0.6689629590376769
42,dttl,15,Reconnaissance,3496,0.3501144164759725,0.5380434782608695
42,dttl,15,Shellcode,378,0.3941798941798942,0.5264550264550265
42,dttl,15,Worms,44,0.38636363636363635,0.4772727272727273
123,sttl,-15,Analysis,677,0.7769571639586411,0.9940915805022157
123,sttl,-15,Backdoor,583,0.9108061749571184,0.9639794168096055
123,sttl,-15,DoS,4089,0.38248960626069944,0.8202494497432135
123,sttl,-15,Exploits,11132,0.42768595041322316,0.6426518145885735
123,sttl,-15,Fuzzers,6062,0.6001319696469812,0.4625536126690861
123,sttl,-15,Generic,18871,0.9856923321498595,0.5943511207673149
123,sttl,-15,Reconnaissance,3496,0.3687070938215103,0.4653890160183066
123,sttl,-15,Shellcode,378,0.3941798941798942,0.4523809523809524
123,sttl,-15,Worms,44,0.38636363636363635,0.36363636363636365
123,sttl,-10,Analysis,677,0.7769571639586411,0.9940915805022157
123,sttl,-10,Backdoor,583,0.9108061749571184,0.9639794168096055
123,sttl,-10,DoS,4089,0.38248960626069944,0.8217168011738811
123,sttl,-10,Exploits,11132,0.42768595041322316,0.6447179302910528
123,sttl,-10,Fuzzers,6062,0.6001319696469812,0.48201913559881227
123,sttl,-10,Generic,18871,0.9856923321498595,0.680568067405013
123,sttl,-10,Reconnaissance,3496,0.3687070938215103,0.4874141876430206
123,sttl,-10,Shellcode,378,0.3941798941798942,0.47883597883597884
123,sttl,-10,Worms,44,0.38636363636363635,0.4090909090909091
123,sttl,-5,Analysis,677,0.7769571639586411,0.9940915805022157
123,sttl,-5,Backdoor,583,0.9108061749571184,0.9656946826758147
123,sttl,-5,DoS,4089,0.38248960626069944,0.8234287111763268
123,sttl,-5,Exploits,11132,0.42768595041322316,0.6473230326985268
123,sttl,-5,Fuzzers,6062,0.6001319696469812,0.5016496205872649
123,sttl,-5,Generic,18871,0.9856923321498595,0.7555508452122304
123,sttl,-5,Reconnaissance,3496,0.3687070938215103,0.511441647597254
123,sttl,-5,Shellcode,378,0.3941798941798942,0.4973544973544973
123,sttl,-5,Worms,44,0.38636363636363635,0.45454545454545453
123,sttl,-2,Analysis,677,0.7769571639586411,0.9940915805022157
123,sttl,-2,Backdoor,583,0.9108061749571184,0.9656946826758147
123,sttl,-2,DoS,4089,0.38248960626069944,0.8246515040352165
123,sttl,-2,Exploits,11132,0.42768595041322316,0.6488501616960115
123,sttl,-2,Fuzzers,6062,0.6001319696469812,0.5168261299901022
123,sttl,-2,Generic,18871,0.9856923321498595,0.7941285570452016
123,sttl,-2,Reconnaissance,3496,0.3687070938215103,0.5214530892448512
123,sttl,-2,Shellcode,378,0.3941798941798942,0.5
123,sttl,-2,Worms,44,0.38636363636363635,0.4772727272727273
123,sttl,0,Analysis,677,0.7991137370753324,0.9940915805022157
123,sttl,0,Backdoor,583,0.9193825042881647,0.9656946826758147
123,sttl,0,DoS,4089,0.46881878209831257,0.8248960626069943
123,sttl,0,Exploits,11132,0.5209306503772907,0.6493891484010061
123,sttl,0,Fuzzers,6062,0.6065654899373144,0.5257340811613329
123,sttl,0,Generic,18871,0.987547029834137,0.8134704043240951
123,sttl,0,Reconnaissance,3496,0.3801487414187643,0.5263157894736842
123,sttl,0,Shellcode,378,0.3941798941798942,0.5026455026455027
123,sttl,0,Worms,44,0.4090909090909091,0.4772727272727273
123,sttl,2,Analysis,677,0.7976366322008862,0.9940915805022157
123,sttl,2,Backdoor,583,0.9193825042881647,0.9656946826758147
123,sttl,2,DoS,4089,0.458791880655417,0.8251406211787723
123,sttl,2,Exploits,11132,0.5177865612648221,0.6497484728710026
123,sttl,2,Fuzzers,6062,0.605740679643682,0.5273837017485978
123,sttl,2,Generic,18871,0.987547029834137,0.816490911981347
123,sttl,2,Reconnaissance,3496,0.37871853546910755,0.5268878718535469
123,sttl,2,Shellcode,378,0.3941798941798942,0.5052910052910053
123,sttl,2,Worms,44,0.4090909090909091,0.4772727272727273
123,sttl,5,Analysis,677,0.7976366322008862,0.9940915805022157
123,sttl,5,Backdoor,583,0.9193825042881647,0.9656946826758147
123,sttl,5,DoS,4089,0.458791880655417,0.8253851797505503
123,sttl,5,Exploits,11132,0.5177865612648221,0.6504671218109953
123,sttl,5,Fuzzers,6062,0.605740679643682,0.5273837017485978
123,sttl,5,Generic,18871,0.987547029834137,0.816490911981347
123,sttl,5,Reconnaissance,3496,0.37871853546910755,0.5268878718535469
123,sttl,5,Shellcode,378,0.3941798941798942,0.5052910052910053
123,sttl,5,Worms,44,0.4090909090909091,0.4772727272727273
123,sttl,10,Analysis,677,0.7976366322008862,0.9940915805022157
123,sttl,10,Backdoor,583,0.9193825042881647,0.9656946826758147
123,sttl,10,DoS,4089,0.458791880655417,0.8256297383223282
123,sttl,10,Exploits,11132,0.5177865612648221,0.6507366151634927
123,sttl,10,Fuzzers,6062,0.605740679643682,0.5273837017485978
123,sttl,10,Generic,18871,0.987547029834137,0.8165968947061629
123,sttl,10,Reconnaissance,3496,0.37871853546910755,0.5268878718535469
123,sttl,10,Shellcode,378,0.3941798941798942,0.5052910052910053
123,sttl,10,Worms,44,0.4090909090909091,0.4772727272727273
123,sttl,15,Analysis,677,0.7976366322008862,0.9940915805022157
123,sttl,15,Backdoor,583,0.9193825042881647,0.9656946826758147
123,sttl,15,DoS,4089,0.458791880655417,0.8258742968941062
123,sttl,15,Exploits,11132,0.5177865612648221,0.651904419690981
123,sttl,15,Fuzzers,6062,0.605740679643682,0.5273837017485978
123,sttl,15,Generic,18871,0.987547029834137,0.8165968947061629
123,sttl,15,Reconnaissance,3496,0.37871853546910755,0.5268878718535469
123,sttl,15,Shellcode,378,0.3941798941798942,0.5052910052910053
123,sttl,15,Worms,44,0.4090909090909091,0.4772727272727273
123,dttl,-15,Analysis,677,0.7991137370753324,0.9423929098966026
123,dttl,-15,Backdoor,583,0.9193825042881647,0.9382504288164666
123,dttl,-15,DoS,4089,0.46881878209831257,0.7940816825629738
123,dttl,-15,Exploits,11132,0.5209306503772907,0.5639597556593604
123,dttl,-15,Fuzzers,6062,0.6065654899373144,0.39194985153414713
123,dttl,-15,Generic,18871,0.987547029834137,0.8132054475120556
123,dttl,-15,Reconnaissance,3496,0.3801487414187643,0.41418764302059496
123,dttl,-15,Shellcode,378,0.3941798941798942,0.3835978835978836
123,dttl,-15,Worms,44,0.4090909090909091,0.2727272727272727
123,dttl,-10,Analysis,677,0.7991137370753324,0.9704579025110783
123,dttl,-10,Backdoor,583,0.9193825042881647,0.9536878216123499
123,dttl,-10,DoS,4089,0.46881878209831257,0.8041085840058694
123,dttl,-10,Exploits,11132,0.5209306503772907,0.5962091268415379
123,dttl,-10,Fuzzers,6062,0.6065654899373144,0.43335532827449685
123,dttl,-10,Generic,18871,0.987547029834137,0.8147421970218854
123,dttl,-10,Reconnaissance,3496,0.3801487414187643,0.4633867276887872
123,dttl,-10,Shellcode,378,0.3941798941798942,0.43915343915343913
123,dttl,-10,Worms,44,0.4090909090909091,0.3181818181818182
123,dttl,-5,Analysis,677,0.7991137370753324,0.9881831610044313
123,dttl,-5,Backdoor,583,0.9193825042881647,0.9622641509433962
123,dttl,-5,DoS,4089,0.46881878209831257,0.8121790168745414
123,dttl,-5,Exploits,11132,0.5209306503772907,0.6226194753862738
123,dttl,-5,Fuzzers,6062,0.6065654899373144,0.4666776641372484
123,dttl,-5,Generic,18871,0.987547029834137,0.8162789465317153
123,dttl,-5,Reconnaissance,3496,0.3801487414187643,0.4965675057208238
123,dttl,-5,Shellcode,378,0.3941798941798942,0.4656084656084656
123,dttl,-5,Worms,44,0.4090909090909091,0.36363636363636365
123,dttl,-2,Analysis,677,0.7991137370753324,0.9940915805022157
123,dttl,-2,Backdoor,583,0.9193825042881647,0.9639794168096055
123,dttl,-2,DoS,4089,0.46881878209831257,0.8212276840303253
123,dttl,-2,Exploits,11132,0.5209306503772907,0.6408551922385914
123,dttl,-2,Fuzzers,6062,0.6065654899373144,0.49818541735400856
123,dttl,-2,Generic,18871,0.987547029834137,0.8168088601557946
123,dttl,-2,Reconnaissance,3496,0.3801487414187643,0.5188787185354691
123,dttl,-2,Shellcode,378,0.3941798941798942,0.48677248677248675
123,dttl,-2,Worms,44,0.4090909090909091,0.4090909090909091
123,dttl,0,Analysis,677,0.7991137370753324,0.9940915805022157
123,dttl,0,Backdoor,583,0.9193825042881647,0.9656946826758147
123,dttl,0,DoS,4089,0.46881878209831257,0.8248960626069943
123,dttl,0,Exploits,11132,0.5209306503772907,0.6493891484010061
123,dttl,0,Fuzzers,6062,0.6065654899373144,0.5257340811613329
123,dttl,0,Generic,18871,0.987547029834137,0.8134704043240951
123,dttl,0,Reconnaissance,3496,0.3801487414187643,0.5263157894736842
123,dttl,0,Shellcode,378,0.3941798941798942,0.5026455026455027
123,dttl,0,Worms,44,0.4090909090909091,0.4772727272727273
123,dttl,2,Analysis,677,0.7991137370753324,0.9940915805022157
123,dttl,2,Backdoor,583,0.9193825042881647,0.9656946826758147
123,dttl,2,DoS,4089,0.46808510638297873,0.826363414037662
123,dttl,2,Exploits,11132,0.5189543657923105,0.6540603665109594
123,dttl,2,Fuzzers,6062,0.6065654899373144,0.5427251732101617
123,dttl,2,Generic,18871,0.9874940384717291,0.8176567219543215
123,dttl,2,Reconnaissance,3496,0.37986270022883295,0.532608695652174
123,dttl,2,Shellcode,378,0.3941798941798942,0.5158730158730159
123,dttl,2,Worms,44,0.38636363636363635,0.5
123,dttl,5,Analysis,677,0.7991137370753324,0.9940915805022157
123,dttl,5,Backdoor,583,0.9193825042881647,0.9656946826758147
123,dttl,5,DoS,4089,0.46808510638297873,0.826363414037662
123,dttl,5,Exploits,11132,0.5189543657923105,0.6540603665109594
123,dttl,5,Fuzzers,6062,0.6065654899373144,0.5427251732101617
123,dttl,5,Generic,18871,0.9874940384717291,0.8176567219543215
123,dttl,5,Reconnaissance,3496,0.37986270022883295,0.532608695652174
123,dttl,5,Shellcode,378,0.3941798941798942,0.5158730158730159
123,dttl,5,Worms,44,0.38636363636363635,0.5
123,dttl,10,Analysis,677,0.7991137370753324,0.9940915805022157
123,dttl,10,Backdoor,583,0.9193825042881647,0.9656946826758147
123,dttl,10,DoS,4089,0.46808510638297873,0.826363414037662
123,dttl,10,Exploits,11132,0.5189543657923105,0.6540603665109594
123,dttl,10,Fuzzers,6062,0.6065654899373144,0.5427251732101617
123,dttl,10,Generic,18871,0.9874940384717291,0.8176567219543215
123,dttl,10,Reconnaissance,3496,0.37986270022883295,0.532608695652174
123,dttl,10,Shellcode,378,0.3941798941798942,0.5158730158730159
123,dttl,10,Worms,44,0.38636363636363635,0.5
123,dttl,15,Analysis,677,0.7991137370753324,0.9940915805022157
123,dttl,15,Backdoor,583,0.9193825042881647,0.9656946826758147
123,dttl,15,DoS,4089,0.46808510638297873,0.826363414037662
123,dttl,15,Exploits,11132,0.5189543657923105,0.6540603665109594
123,dttl,15,Fuzzers,6062,0.6065654899373144,0.5427251732101617
123,dttl,15,Generic,18871,0.9874940384717291,0.8176567219543215
123,dttl,15,Reconnaissance,3496,0.37986270022883295,0.532608695652174
123,dttl,15,Shellcode,378,0.3941798941798942,0.5158730158730159
123,dttl,15,Worms,44,0.38636363636363635,0.5
2026,sttl,-15,Analysis,677,0.7828655834564254,0.7725258493353028
2026,sttl,-15,Backdoor,583,0.9125214408233276,0.8987993138936535
2026,sttl,-15,DoS,4089,0.32452922474932744,0.30276351186109074
2026,sttl,-15,Exploits,11132,0.42184692777578153,0.44035213798059647
2026,sttl,-15,Fuzzers,6062,0.5965028043549984,0.4320356318046849
2026,sttl,-15,Generic,18871,0.9870171162100577,0.39303693497959835
2026,sttl,-15,Reconnaissance,3496,0.35697940503432496,0.34639588100686497
2026,sttl,-15,Shellcode,378,0.3941798941798942,0.3888888888888889
2026,sttl,-15,Worms,44,0.4772727272727273,0.3409090909090909
2026,sttl,-10,Analysis,677,0.7828655834564254,0.7725258493353028
2026,sttl,-10,Backdoor,583,0.9125214408233276,0.8970840480274442
2026,sttl,-10,DoS,4089,0.32452922474932744,0.3132795304475422
2026,sttl,-10,Exploits,11132,0.42184692777578153,0.44466403162055335
2026,sttl,-10,Fuzzers,6062,0.5965028043549984,0.4376443418013857
2026,sttl,-10,Generic,18871,0.9870171162100577,0.3929839436171904
2026,sttl,-10,Reconnaissance,3496,0.35697940503432496,0.35812356979405036
2026,sttl,-10,Shellcode,378,0.3941798941798942,0.3968253968253968
2026,sttl,-10,Worms,44,0.4772727272727273,0.3409090909090909
