Seed,TTL Feature,Perturbation (%),Attack Category,Samples,RF TPR,MLP TPR
42,sttl,10,Reconnaissance,3496,0.3504004576659039,0.5334668192219679
42,sttl,10,Shellcode,378,0.3941798941798942,0.5132275132275133
42,sttl,10,Worms,44,0.38636363636363635,0.4772727272727273
42,sttl,15,Analysis,677,0.7769571639586411,0.9926144756277696
42,sttl,15,Backdoor,583,0.902229845626072,0.9656946826758147
42,sttl,15,DoS,4089,0.27879677182685253,0.8275862068965517
42,sttl,15,Exploits,11132,0.41699604743083,0.6497484728710026
42,sttl,15,Fuzzers,6062,0.593038601121742,0.5021445067634444
42,sttl,15,Generic,18871,0.9771607228021832,0.6657304859307933
42,sttl,15,Reconnaissance,3496,0.3504004576659039,0.5334668192219679
42,sttl,15,Shellcode,378,0.3941798941798942,0.5132275132275133
42,sttl,15,Worms,44,0.38636363636363635,0.4772727272727273
42,dttl,-15,Analysis,677,0.7769571639586411,0.9571639586410635
42,dttl,-15,Backdoor,583,0.902229845626072,0.9519725557461407
42,dttl,-15,DoS,4089,0.27879677182685253,0.7999510882856444
42,dttl,-15,Exploits,11132,0.41699604743083,0.5847107438016529
42,dttl,-15,Fuzzers,6062,0.592708677004289,0.3840316727152755
42,dttl,-15,Generic,18871,0.9771607228021832,0.6641937364209634
42,dttl,-15,Reconnaissance,3496,0.3504004576659039,0.44336384439359267
42,dttl,-15,Shellcode,378,0.3941798941798942,0.3968253968253968
42,dttl,-15,Worms,44,0.38636363636363635,0.38636363636363635
42,dttl,-10,Analysis,677,0.7769571639586411,0.9807976366322009
42,dttl,-10,Backdoor,583,0.902229845626072,0.9605488850771869
42,dttl,-10,DoS,4089,0.27879677182685253,0.8094888725849841
42,dttl,-10,Exploits,11132,0.41699604743083,0.6086956521739131
42,dttl,-10,Fuzzers,6062,0.592708677004289,0.4254371494556252
42,dttl,-10,Generic,18871,0.9771607228021832,0.6661014254676487
42,dttl,-10,Reconnaissance,3496,0.3504004576659039,0.4834096109839817
42,dttl,-10,Shellcode,378,0.3941798941798942,0.455026455026455
42,dttl,-10,Worms,44,0.38636363636363635,0.38636363636363635
42,dttl,-5,Analysis,677,0.7769571639586411,0.9896602658788775
42,dttl,-5,Backdoor,583,0.902229845626072,0.9639794168096055
42,dttl,-5,DoS,4089,0.27879677182685253,0.8173147468818782
42,dttl,-5,Exploits,11132,0.41699604743083,0.6277398490837226
42,dttl,-5,Fuzzers,6062,0.592708677004289,0.45694490267238536
42,dttl,-5,Generic,18871,0.9771607228021832,0.6674792008902549
42,dttl,-5,Reconnaissance,3496,0.3504004576659039,0.5071510297482837
42,dttl,-5,Shellcode,378,0.3941798941798942,0.48677248677248675
42,dttl,-5,Worms,44,0.38636363636363635,0.45454545454545453
42,dttl,-2,Analysis,677,0.7769571639586411,0.9911373707533235
42,dttl,-2,Backdoor,583,0.902229845626072,0.9656946826758147
42,dttl,-2,DoS,4089,0.27879677182685253,0.8229395940327708
42,dttl,-2,Exploits,11132,0.41699604743083,0.6399568810636004
42,dttl,-2,Fuzzers,6062,0.592708677004289,0.48003959089409437
42,dttl,-2,Generic,18871,0.9771607228021832,0.6682210799639658
42,dttl,-2,Reconnaissance,3496,0.3504004576659039,0.5251716247139588
42,dttl,-2,Shellcode,378,0.3941798941798942,0.5079365079365079
42,dttl,-2,Worms,44,0.38636363636363635,0.4772727272727273
42,dttl,0,Analysis,677,0.7769571639586411,0.9926144756277696
42,dttl,0,Backdoor,583,0.902229845626072,0.9656946826758147
42,dttl,0,DoS,4089,0.27879677182685253,0.8256297383223282
42,dttl,0,Exploits,11132,0.41699604743083,0.647502694933525
42,dttl,0,Fuzzers,6062,0.592708677004289,0.49934015176509405
42,dttl,0,Generic,18871,0.9771607228021832,0.6614381855757512
42,dttl,0,Reconnaissance,3496,0.3504004576659039,0.5334668192219679
42,dttl,0,Shellcode,378,0.3941798941798942,0.5105820105820106
42,dttl,0,Worms,44,0.38636363636363635,0.4772727272727273
42,dttl,2,Analysis,677,0.7769571639586411,0.9926144756277696
42,dttl,2,Backdoor,583,0.902229845626072,0.9656946826758147
42,dttl,2,DoS,4089,0.27855221325507457,0.8278307654683297
42,dttl,2,Exploits,11132,0.4152892561983471,0.6520840819259791
42,dttl,2,Fuzzers,6062,0.592708677004289,0.5161662817551963
42,dttl,2,Generic,18871,0.9771077314397754,0.6689629590376769
42,dttl,2,Reconnaissance,3496,0.3501144164759725,0.5380434782608695
42,dttl,2,Shellcode,378,0.3941798941798942,0.5264550264550265
42,dttl,2,Worms,44,0.38636363636363635,0.4772727272727273
42,dttl,5,Analysis,677,0.7769571639586411,0.9926144756277696
42,dttl,5,Backdoor,583,0.902229845626072,0.9656946826758147
42,dttl,5,DoS,4089,0.27855221325507457,0.8278307654683297
42,dttl,5,Exploits,11132,0.4152892561983471,0.6520840819259791
42,dttl,5,Fuzzers,6062,0.592708677004289,0.5161662817551963
42,dttl,5,Generic,18871,0.9771077314397754,0.6689629590376769
42,dttl,5,Reconnaissance,3496,0.3501144164759725,0.5380434782608695
42,dttl,5,Shellcode,378,0.3941798941798942,0.5264550264550265
42,dttl,5,Worms,44,0.38636363636363635,0.4772727272727273
42,dttl,10,Analysis,677,0.7769571639586411,0.9926144756277696
42,dttl,10,Backdoor,583,0.902229845626072,0.9656946826758147
42,dttl,10,DoS,4089,0.27855221325507457,0.8278307654683297
42,dttl,10,Exploits,11132,0.4152892561983471,0.6520840819259791
42,dttl,10,Fuzzers,6062,0.592708677004289,0.5161662817551963
42,dttl,10,Generic,18871,0.9771077314397754,0.6689629590376769
42,dttl,10,Reconnaissance,3496,0.3501144164759725,0.5380434782608695
42,dttl,10,Shellcode,378,0.3941798941798942,0.5264550264550265
42,dttl,10,Worms,44,0.38636363636363635,0.4772727272727273
42,dttl,15,Analysis,677,0.7769571639586411,0.9926144756277696
