Seed,TTL Feature,Perturbation (%),RF TPR,RF TPR Drop,RF Evasion Rate,RF AUROC,RF AUPRC,MLP TPR,MLP TPR Drop,MLP Evasion Rate,MLP AUROC,MLP AUPRC
2026,sttl,10,0.7161166504897203,-0.008735551045618961,0.2838833495102797,0.8161269120196699,0.8257955456089705,0.4234315715168093,0.0008603194211594389,0.5765684284831907,0.7452576194609856,0.7931249600957133
2026,sttl,15,0.7161166504897203,-0.008735551045618961,0.2838833495102797,0.8161269120196699,0.8257955456089705,0.42367422571252095,0.0011029736168710613,0.576325774287479,0.7451205103011773,0.7930255948007277
2026,dttl,-15,0.7248522015353392,0.0,0.2751477984646607,0.8168410892251998,0.8270939936763679,0.38015088679078796,-0.04242036530486193,0.619849113209212,0.7376205034448549,0.7849759000367992
2026,dttl,-10,0.7248522015353392,0.0,0.2751477984646607,0.8168410892251998,0.8270939936763679,0.3939380570016765,-0.028633195093973385,0.6060619429983235,0.7404377302830052,0.7877763520750791
2026,dttl,-5,0.7248522015353392,0.0,0.2751477984646607,0.8168410310955092,0.8270939667035662,0.4070855025147799,-0.015485749580870012,0.5929144974852202,0.7429373734561351,0.7904341765884146
2026,dttl,-2,0.7248522015353392,0.0,0.2751477984646607,0.8168409828031508,0.8270939448316829,0.4176299302920674,-0.004941321803582477,0.5823700697079326,0.7446878596588293,0.7923108956308507
2026,dttl,0,0.7248522015353392,0.0,0.2751477984646607,0.8168408528311246,0.8270938810303425,0.4225712520956499,0.0,0.5774287479043502,0.7452297482119905,0.7930631484146181
2026,dttl,2,0.7248522015353392,0.0,0.2751477984646607,0.8168358486100147,0.8270868171430557,0.42824053648636723,0.005669284390717344,0.5717594635136327,0.7461892410587592,0.794122946965336
2026,dttl,5,0.7248522015353392,0.0,0.2751477984646607,0.8168358486100147,0.8270868171430557,0.42824053648636723,0.005669284390717344,0.5717594635136327,0.7461938246593898,0.794128484575253
2026,dttl,10,0.7248522015353392,0.0,0.2751477984646607,0.8168358486100147,0.8270868171430557,0.42824053648636723,0.005669284390717344,0.5717594635136327,0.7460249364448716,0.7940668337352287
2026,dttl,15,0.7248522015353392,0.0,0.2751477984646607,0.8168358486100147,0.8270868171430557,0.4282625959587047,0.00569134386305481,0.5717374040412954,0.745938647241612,0.7940373123687241
7,sttl,-15,0.6577472866849025,-0.01438277596399895,0.3422527133150975,0.800967253607618,0.8106686210351643,0.5376555192799788,-0.21146210182652436,0.46234448072002116,0.8518905897868219,0.8767536289970166
