Seed,TTL Feature,Perturbation (%),Attack Category,Samples,RF TPR,MLP TPR,RF Clean TPR,MLP Clean TPR,RF TPR Drop,MLP TPR Drop
42,sttl,5,Fuzzers,6062,0.593038601121742,0.5021445067634444,0.592708677004289,0.49934015176509405,0.00032992411745302874,0.0028043549983503002
42,sttl,5,Generic,18871,0.9771607228021832,0.6657304859307933,0.9771607228021832,0.6614381855757512,0.0,0.0042923003550421335
42,sttl,5,Reconnaissance,3496,0.3504004576659039,0.5334668192219679,0.3504004576659039,0.5334668192219679,0.0,0.0
42,sttl,5,Shellcode,378,0.3941798941798942,0.5132275132275133,0.3941798941798942,0.5105820105820106,0.0,0.002645502645502673
42,sttl,5,Worms,44,0.38636363636363635,0.4772727272727273,0.38636363636363635,0.4772727272727273,0.0,0.0
42,sttl,10,Analysis,677,0.7769571639586411,0.9926144756277696,0.7769571639586411,0.9926144756277696,0.0,0.0
42,sttl,10,Backdoor,583,0.902229845626072,0.9656946826758147,0.902229845626072,0.9656946826758147,0.0,0.0
42,sttl,10,DoS,4089,0.27879677182685253,0.8270970897529959,0.27879677182685253,0.8256297383223282,0.0,0.0014673514306676738
42,sttl,10,Exploits,11132,0.41699604743083,0.6495688106360044,0.41699604743083,0.647502694933525,0.0,0.0020661157024793875
42,sttl,10,Fuzzers,6062,0.593038601121742,0.5021445067634444,0.592708677004289,0.49934015176509405,0.00032992411745302874,0.0028043549983503002
42,sttl,10,Generic,18871,0.9771607228021832,0.6657304859307933,0.9771607228021832,0.6614381855757512,0.0,0.0042923003550421335
42,sttl,10,Reconnaissance,3496,0.3504004576659039,0.5334668192219679,0.3504004576659039,0.5334668192219679,0.0,0.0
42,sttl,10,Shellcode,378,0.3941798941798942,0.5132275132275133,0.3941798941798942,0.5105820105820106,0.0,0.002645502645502673
42,sttl,10,Worms,44,0.38636363636363635,0.4772727272727273,0.38636363636363635,0.4772727272727273,0.0,0.0
